numhits,legalStatus,contactCountry
1,Public law institution,DENMARK
1,Public limited company,MALTA
1,Public limited company,FRANCE
1,"Public limited company, registered in UK",UNITED KINGDOM
1,Public organisation,CROATIA
1,Public university,SPAIN
1,Publically traded company on NYSE,UNITED STATES
1,Publicly Listed Company,ITALY
1,Publicly Listed Corporation,ITALY
1,"Publicly Traded Corporation, incorporated in the State of Washington, United States of America",UNITED STATES
1,Publicly listed corporation,ITALY
1,RCCM/GC-KAL/037.304B/2011,GUINEA
1,REGISTERED ASSOCIATION,FINLAND
1,REGISTERED CHARITY,UNITED KINGDOM
1,RESEARCH IN MOTION LIMITED,CANADA
1,REgistered Limited Company,UNITED KINGDOM
1,Rechtsanwälte Partnerschaft,GERMANY
1,Rechtsanwältin,BELGIUM
1,Rechtsfähige Stiftung,GERMANY
1,Rechtsfähige Stiftung des bürgerlichen Rechts,GERMANY
1,Region,CROATIA
1,Regional Agency,ITALY
1,Regional R&D Platform Grouping,SPAIN
1,Regional Representation to the EU,BELGIUM
1,Regional organisation,AUSTRIA
1,Regional representation,BOSNIA-HERZEGOVINA
1,Regionalverwaltungsbehörde,AUSTRIA
1,Registado,PORTUGAL
1,Register NGO VO 054,MALTA
1,Register in Myanmar,MYANMAR
1,Registered,GHANA
1,Registered  Association,GERMANY
1,Registered Associates,GERMANY
3,Registered Association,GERMANY
3,Registered Association,FINLAND
1,Registered Association (e.V.),BELGIUM
1,Registered Association CH-247.6.000.010-3/,SWITZERLAND
1,Registered Charity,GERMANY
1,Registered Charity,IRELAND
8,Registered Charity,UNITED KINGDOM
1,Registered Charity and Company,UNITED KINGDOM
1,Registered Charity: CHY 7680,IRELAND
1,Registered Company,CYPRUS
1,Registered Company Limited by Guarantee Charity,UNITED KINGDOM
1,Registered Company in Ireland,IRELAND
1,Registered International Charity Organization,PAKISTAN
1,Registered Irish Charity,IRELAND
1,Registered Organization,CAMBODIA
2,Registered Society,INDIA
1,Registered UK Charity & Social Enterprise,UNITED KINGDOM
1,Registered UK charity,UNITED KINGDOM
1,"Registered Under Indian Societies Registration Act ,1860.",INDIA
1,Registered association,GERMANY
3,Registered association,FINLAND
1,Registered association,BELGIUM
1,Registered association (eingetragener Verein),GERMANY
1,Registered association according to German law,GERMANY
1,Registered charity,UNITED KINGDOM
2,Registered charity,GERMANY
1,"Registered charity in England and Wales, No: 1136629",UNITED KINGDOM
1,Registered company in Belgium,BELGIUM
1,Registered company in the UK,UNITED KINGDOM
1,Registered company no. 2098198,UNITED KINGDOM
1,"Registered in Belgium as Operational Centre of Save the Children UK, registered Charity under UK law",BELGIUM
1,"Registered in Bruxelles, Belgium",BELGIUM
1,Registered non-for-profit Organisation,GERMANY
1,Registered non-profit organisation (in Germany),GERMANY
1,Registered organisation,FINLAND
1,Registered organisation,SWEDEN
1,Registered organization,SWEDEN
1,"Registered, non-profit association under German law",GERMANY
1,Registro Grupo 1/Sección 1/nº nacional 168266,SPAIN
1,Regulatory arm of the Law Society of England and Wales,UNITED KINGDOM
6,Rekisteröity yhdistys,FINLAND
1,Representative Association,UNITED KINGDOM
1,Representative Body for Community Pharmacists in Ireland,IRELAND
1,Representative Office,JAPAN
2,Representative Office,BELGIUM
1,Representative body for the veterinary profession in the UK,UNITED KINGDOM
1,Representative office,"RUSSIA, FEDERATION OF"
1,Representative office of US (non profit) organization,UNITED STATES
1,"Repsol YPF, S.A.",SPAIN
1,Research Centre,HUNGARY
1,Research Funding Organisations,BELGIUM
1,Research Performing Organization,ITALY
1,Research consortium,NETHERLANDS
1,Research organisation,UNITED KINGDOM
1,Research organisation,PORTUGAL
1,Rolnicze zrzeszenie branżowe,POLAND
1,S.A,BELGIUM
3,S.A.,FRANCE
3,S.A.,LUXEMBOURG
1,S.A.R.L,FRANCE
1,S.A.R.L.,FRANCE
1,S.C.R.L  ( droit belge),BELGIUM
2,S.L.,SPAIN
1,S.P.R.L.,BELGIUM
2,S.R.L.,ITALY
1,S.a.m,MONACO
1,S.p.A.,ITALY
1,S.r.l. - Società Responsabilità Limitata,ITALY
3,SA,GREECE
1,SA,PORTUGAL
1,SA,POLAND
5,SA,FRANCE
1,SA,UNITED KINGDOM
2,SA,SWITZERLAND
11,SA,BELGIUM
1,SA (Belgium),BELGIUM
1,SA -Société Anonyme,FRANCE
1,SA / NV,BELGIUM
1,SA à directoire et à conseil de surveillance,FRANCE
1,SA/NV,BELGIUM
1,SAM,FRANCE
1,SANS BUT LUCRATIF,BELGIUM
1,SARL,SWITZERLAND
1,SARL,NETHERLANDS
1,SARL,LUXEMBOURG
1,SARL,LATVIA
9,SARL,FRANCE
1,SARL,BELGIUM
1,SARL under Swiss law,SWITZERLAND
1,SARL unipersonnelle,FRANCE
11,SAS,FRANCE
1,SAS (limited company),FRANCE
1,SC,BELGIUM
5,SCRL,BELGIUM
1,SCRL (Belgian Law),BELGIUM
3,SCS,BELGIUM
1,SE,GERMANY
3,SELARL,FRANCE
1,SI/CORPORACIÓN PÚBLICA,SPAIN
1,SIN OBJETO,SPAIN
1,SIREN 520 038 621,FRANCE
1,SMALL COMPANY,ITALY
1,SME,FRANCE
1,SME,SPAIN
1,SME,FINLAND
1,SME,UNITED KINGDOM
1,SME,LATVIA
1,SNC,FRANCE
1,SOCIEDAD ANONIMA,SPAIN
1,SOCIEDAD ANONIMA UNIPERSONAL,BELGIUM
2,SOCIEDAD COOPERATIVA ANDALUZA,SPAIN
3,SOCIEDAD LIMITADA,SPAIN
2,SOCIETA' A RESPONSABILITA' LIMITATA,ITALY
1,SOCIETA' COOPERATIVA,LITUANIA
4,SOCIETE ANONYME,FRANCE
1,SP,UNITED KINGDOM
3,SPA,ITALY
1,SPRL,SWITZERLAND
32,SPRL,BELGIUM
1,SPRL,LUXEMBOURG
1,SPRL-S,BELGIUM
3,SRL,ITALY
1,SYNDICAT PROFESSIONNEL,FRANCE
1,SYNDICATE,GREECE
2,Sarl,FRANCE
1,Scottish Charity,UNITED KINGDOM
1,See below,UNITED KINGDOM
1,Selbstständig,GERMANY
1,Selbständig,BELGIUM
1,Selbständige Berater,BELGIUM
1,Self Employed,BELGIUM
1,Self Employed,UNITED KINGDOM
1,Self Employed Consultant,UNITED KINGDOM
1,Self employed,GERMANY
1,Self-Employed,BELGIUM
1,Self-employed,UNITED KINGDOM
1,Self-employed,BELGIUM
1,Self-employed,FRANCE
1,Self-employed,SPAIN
1,Self-employed consultant,GERMANY
1,Self-employed independent researcher,CROATIA
1,Self-employed individual,GREECE
1,Self-government,POLAND
1,Selon la loi Belge,BELGIUM
1,Selvejende institution,DENMARK
1,Service consulaire,FRANCE
1,Services Company NV,BELGIUM
1,Share Company,POLAND
1,Sindacato,ITALY
1,Sindacato e Associazione Professionale Nazionale dei Medici di Medicina Generale,ITALY
1,Sindicato,SPAIN
1,Sindicato de agricultores,SPAIN
1,Sociedad Anonima,SPAIN
1,Sociedad Anónima,ARGENTINA
2,Sociedad Anónima,SPAIN
1,Sociedad Cooperativa,SPAIN
1,Sociedad Limitada,LITUANIA
5,Sociedad Limitada,SPAIN
1,Sociedad Limitada Unipersonal,SPAIN
1,Sociedade Anonima,PORTUGAL
1,Sociedade limitada por quotas,PORTUGAL
1,Sociedade por quotas,PORTUGAL
1,Societa D'Armamento,ITALY
1,Societa' per Azioni,ITALY
1,Societas Europaea,GERMANY
1,Societat limitada,SPAIN
1,Societe Anonyme,BELGIUM
1,Societe Anonyme S.A.,BELGIUM
1,Societe anonyme,BELGIUM
1,"Society (""vereniging onder Nederlands recht"")",NETHERLANDS
1,Società Consortile a Responsabilità Limitata,ITALY
1,Società Cooperativa,ITALY
1,Società Cooperativa a Responsabilità Limitata,ITALY
1,Società a Responsabilità Limitata,ITALY
1,Società a Responsabilità Limitata,BELGIUM
3,Società a responsabilità limitata,ITALY
1,Società cooperativa a resp.tà limitata,ITALY
1,Società in accomandita semplice,ITALY
6,Società per Azioni,ITALY
2,Società per azioni,ITALY
1,Socité par Actions Simplifiée,FRANCE
1,Société A Responsabilité Limité,SWITZERLAND
1,Société Anonyme,PORTUGAL
1,Société Anonyme,LUXEMBOURG
2,Société Anonyme,BELGIUM
15,Société Anonyme,FRANCE
1,Société Anonyme (S.A.),BELGIUM
1,Société Anonyme Coopérative de Banque Populaire,FRANCE
1,Société Anonyme Simplifiée,FRANCE
1,Société Privée à Responsabilité Limitée (Belgium),BELGIUM
2,Société anonyme,FRANCE
1,Société anonyme,SWEDEN
2,Société anonyme,BELGIUM
1,Société anonyme à capitaux publics,FRANCE
1,Société d'assurance mutuelle à cotisations variables,FRANCE
1,Société de droit anglais,UNITED KINGDOM
1,Société en Commandite par actions,FRANCE
1,Société par Actions Simplifiées (SAS),FRANCE
4,Société par actions simplifiée,FRANCE
1,Société par actions simplifiées (SAS),FRANCE
1,Société privée à responsabilité limitée,BELGIUM
1,Société à responsabilité limitée à capital variable,FRANCE
1,Société à responsabilité limitéé,ITALY
1,Sodalizio Non Profit,ITALY
1,Sole Proprietorship,JAMAICA
1,Sole Trader,IRELAND
1,SpA,ITALY
1,Spanish association,SPAIN
1,Specialised Group of the European Federation of Pharmceutical Industry and Associations (EFPIA),BELGIUM
1,Spirituality Mission,NETHERLANDS
9,Sprl,BELGIUM
1,Srl,ITALY
1,Srl (Società a Responsabilità Limitata),ITALY
1,Srl.,ITALY
1,Stakeholder,GERMANY
1,State Owned Enterprise,NORWAY
1,Statutory Regulatory Body set up by UK Parliament,UNITED KINGDOM
1,Statutory Zoo,UNITED KINGDOM
1,Statutory body,UNITED KINGDOM
6,Stichting,NETHERLANDS
1,Stichting,BELGIUM
1,Stichting (Foundation),BELGIUM
1,Stichting (Foundation),NETHERLANDS
1,Stichting - Foundation,UNITED KINGDOM
1,Stichting van Openbaar Nut,BELGIUM
1,Stichting/Vereniging,NETHERLANDS
1,Stiftung,GERMANY
1,Stiftung & Co. KG,GERMANY
1,Stiftung privaten Rechts,GERMANY
1,Stiftung öffentlichen Rechts,GERMANY
1,Stock corporation under Swiss law,SWITZERLAND
1,Stowarzyszenie,POLAND
1,Stowarzyszenie europejskie,POLAND
1,Stowarzyszenie zwykłe,POLAND
1,Studio Legale e di Consulenza Internazionale,ITALY
1,Subsidiary of MPAA,UNITED STATES
1,Subsidiary of Tata Steel (India),UNITED KINGDOM
1,SuiGeneris/Founded by law,NETHERLANDS
1,Swedish Public Limited Company and the parent company of the SAS Group,SWEDEN
1,Swiss SA,SWITZERLAND
1,Swiss Verean,BELGIUM
7,Syndicat,FRANCE
1,Syndicat Loi 1884,FRANCE
2,Syndicat Professionnel,FRANCE
1,Syndicat patronal (Livre IV du code du travail),FRANCE
1,Syndicat patronal professionnel,FRANCE
1,Syndicat profesionnel,FRANCE
1,Syndicat professionel,FRANCE
3,Syndicat professionnel,FRANCE
1,Syndicat professionnel (France),FRANCE
1,Syndicat professionnel (loi du 21 mars 1884),FRANCE
1,Szövetség (NGO),HUNGARY
1,Sàrl,FRANCE
2,TRADE ASSOCIATION,SPAIN
1,"Tax-exempt corporation, 501(c)(6)",UNITED STATES
1,Teemaryhmä,FINLAND
1,Telefonaktiebolaget LM Ericsson,SWEDEN
1,"The legal persona of the secretariat is derived from its members, which in the case of the ILC Secretariat is IFAD (which hosts the Secretariat and provides the ILC Secretariat with key services, including human resources, treasury, accounting)",ITALY
1,The state-funded organisation,CZECH REPUBLIC
1,Think Tank Located at Law Firm,UNITED STATES
11,Trade Association,UNITED KINGDOM
1,Trade Association,TURKEY
1,Trade Association,UNITED STATES
1,Trade Association,IRELAND
1,Trade Association,BELGIUM
1,Trade Association,NETHERLANDS
1,Trade Association and Limited company,UNITED KINGDOM
1,Trade Body,UNITED KINGDOM
3,Trade Union,UNITED KINGDOM
2,Trade Union,DENMARK
1,Trade Union,BELGIUM
1,Trade Union,PORTUGAL
1,Trade Union,CYPRUS
1,Trade Union Society,FINLAND
2,Trade association,FRANCE
1,Trade association,BELGIUM
1,Trade association,UNITED KINGDOM
1,Trade body (incorporated a company limited by guarentee),UNITED KINGDOM
1,Trade business and professional association,ITALY
1,Trade union / proffessional body,UNITED KINGDOM
1,Trade union confederation,FINLAND
1,Trade union network,BELGIUM
1,"Trade, business and professional association",ITALY
1,Trade-Union Federation (De facto organisation),BELGIUM
1,Trading Association and UK Limited Compnay,UNITED KINGDOM
1,Trust,INDIA
1,TÁRSADALMI SZERVEZET,HUNGARY
1,Társadalmi Szervezetek Országos Szövetsége Magyarország,HUNGARY
1,U.S. 501(c)(3) public charity,UNITED STATES
1,U.S. Corporation (Delaware),UNITED STATES
1,UK COMPANY LIMITED BY GUARANTEE,UNITED KINGDOM
2,UK Charity,UNITED KINGDOM
1,UK Charity (no. 212808),UNITED KINGDOM
1,UK Company Limited By Guarantee,FRANCE
1,UK Company limited by guarantee,UNITED KINGDOM
4,UK Limited Company,UNITED KINGDOM
1,UK Registered Charity,UNITED KINGDOM
1,UK Registered Charity No.513524,UNITED KINGDOM
1,UK Registered Company,UNITED KINGDOM
1,UK Registered Entity,UNITED KINGDOM
1,UK Registered Private Limited Company,UNITED KINGDOM
1,"UK Registered charity: england and Wales no 207076, Scotland no. SC037654",UNITED KINGDOM
1,UK and Romanian registered charity,ROMANIA
1,UK company limited by guarantee,UNITED KINGDOM
1,"UK company limited by guarantee, not for profit organisation",UNITED KINGDOM
2,UK organisation,UNITED KINGDOM
1,UK registered Charity,UNITED KINGDOM
3,UK registered charity,UNITED KINGDOM
1,UK registered company limited by a guarantee,BELGIUM
1,UMS - Unité mixte de services,FRANCE
1,UNESID,SPAIN
1,UNION,PORTUGAL
1,UNIVERSITA' NON STATALE,ITALY
1,US 501c3 Non-Profit,UNITED STATES
1,US Public Pension Plan,UNITED STATES
1,US based charity - branch office in Brussels,UNITED STATES
1,US non-profit industry trade association,UNITED STATES
1,US registered charity,UNITED STATES
1,Umanitarian Organizacion,ITALY
1,Unincorporated Association,FRANCE
3,Unincorporated Association,UNITED KINGDOM
1,Unincorporated Association (UK),UNITED KINGDOM
1,Unincorporated Association of Members,UNITED KINGDOM
2,Unincorporated association,UNITED KINGDOM
1,Unincorporated association under English law,UNITED KINGDOM
1,Unincorporated not for profit trade association,UNITED KINGDOM
1,Unincorporated not-for-profit association,UNITED KINGDOM
1,Unincorporated trade association,UNITED KINGDOM
1,Union,DENMARK
1,Union and professional organisation for medical practitioners,SWEDEN
1,Union de Syndicats Professionnels,FRANCE
1,Union de syndicats professionnels,FRANCE
1,Union of European fashion NGO/Think-tank,BULGARIA
1,Union of Trade Associations,FRANCE
1,Union professionnelle,BELGIUM
1,Union professionnelle reconnue n°7358,BELGIUM
1,Unipessoal,PORTUGAL
1,United Nations specialized agency,SWITZERLAND
1,University,DENMARK
1,University,GERMANY
2,University,NETHERLANDS
1,University Research Centre,UNITED KINGDOM
1,Université,FRANCE
1,Unión de Cooperativas,SPAIN
1,Unternehmen (Aktiengesellschaft),AUSTRIA
1,V.Z.W. / A.S.B.L.,BELGIUM
1,VSO is a company limited by guarantee and a registered charity,UNITED KINGDOM
1,VSWA/ICT/590,PAKISTAN
4,VZW,BELGIUM
1,VZW (Vereniging Zonder Winstoogmerk),BELGIUM
1,VZW (private company without profit),BELGIUM
1,VZW - ASBL,BELGIUM
2,VZW / ASBL,BELGIUM
1,VZW /ASBL,BELGIUM
1,VZW/ASBL non profit organisation,BELGIUM
1,Vakvereniging,NETHERLANDS
1,Vennootschap / Private Limited Company,NETHERLANDS
6,Verband,GERMANY
1,Verband,AUSTRIA
1,Verbund/ Hochschulgruppe,GERMANY
1,Verein,SWITZERLAND
1,Verein,FRANCE
8,Verein,GERMANY
19,Verein,AUSTRIA
1,Verein (Association),AUSTRIA
1,Verein / Komturei,GERMANY
1,Verein / registered association,AUSTRIA
1,Verein deutschen Rechts,GERMANY
1,Verein/Verband,BELGIUM
14,Vereniging,NETHERLANDS
1,Vereniging (Membership Association under Dutch law),NETHERLANDS
1,Vereniging (NL),NETHERLANDS
1,Vereniging / Association,NETHERLANDS
1,Vereniging met volledige rechtsbevoegdheid,NETHERLANDS
1,Volontary association N.61,SWEDEN
1,Voluntary Organisation,UNITED KINGDOM
1,Voluntary non-governmental organisation,UNITED KINGDOM
1,Voluntary organisiation,IRELAND
1,Widewall Investments S.L.,SPAIN
1,Wirtschaftlicher Verein,GERMANY
1,Wirtschaftsverband,GERMANY
1,Worker,SERBIA
1,"Worldwide confederation of cost engineering, quantity surveying and project management professional societies",AUSTRALIA
1,ZASEBNI ZAVOD,SLOVENIA
1,Zavod,SLOVENIA
1,a charitable company limited by guarantee and registered in England and Wales number 6789783,UNITED KINGDOM
1,a devision of the Agricultural Academy,BULGARIA
1,a limited company,FINLAND
1,"a not for profit company limited by guarantee under the England & Wales laws, Reg. No. 2210172",UNITED KINGDOM
1,a public authority,FINLAND
1,a registered association,FINLAND
1,a specialised group within the European federation of Pharmaceutical Industries and Associations (EFPIA),BELGIUM
1,a. i. s.b.l. - European non-profit association,BELGIUM
5,a.i.s.b.l.,BELGIUM
1,a.i.s.b.l. (Belgian Law),BELGIUM
1,a.i.s.b.l. - Association internationale sans but lucratif,BELGIUM
1,a.i.s.b.l. under Belgian law,BELGIUM
2,a.s.b.l.,BELGIUM
1,academic,GERMANY
1,academic association,AUSTRIA
1,administration,BELGIUM
1,aibl,BELGIUM
1,aisbl,AUSTRIA
49,aisbl,BELGIUM
1,aisbl,NORWAY
1,aisbl  -  Association,BELGIUM
1,aisbl (Belgium),BELGIUM
1,aisbl (association internationale sana but lucratif),GERMANY
1,aisbl (association internationale sans but lucratif),BELGIUM
1,aisbl (non-profit international association),BELGIUM
1,aisbl (not for profit international association),BELGIUM
1,aisbl - Non profit organisation,BELGIUM
1,aisbl - not for profit association,BELGIUM
1,aisbl registered in Belgium,BELGIUM
1,aisbl under Belgian law,BELGIUM
1,"aisbl, NGO, European Social Partner, employers",BELGIUM
1,aisbl/ivzw,NETHERLANDS
1,aisbl/ivzw under Belgian law,BELGIUM
1,akciová společnost,CZECH REPUBLIC
2,alapítvány,HUNGARY
1,alapítvány /foundation,HUNGARY
1,alliance,NETHERLANDS
1,an unincorporated association,IRELAND
31,asbl,BELGIUM
1,asbl,DENMARK
1,asbl,LUXEMBOURG
2,asbl,TURKEY
1,asbl,FRANCE
1,asbl (non-profit organisation),BELGIUM
1,asbl (nonprofit organisation),BELGIUM
1,asbl - association sans but lucratif,BELGIUM
1,asbl - association sans but lucratif (Belgium),BELGIUM
1,asbl / vzw,BELGIUM
1,asbl applied for,BELGIUM
1,asbl under Belgian law,BELGIUM
2,asbl/vzw,BELGIUM
1,asbli,BELGIUM
3,asociación sin ánimo de lucro,SPAIN
1,asociatie,ROMANIA
1,asociativa,SPAIN
1,associación cultural,SPAIN
9,association,FRANCE
2,association,DENMARK
4,association,NETHERLANDS
1,association,UKRAINE
1,association,LATVIA
1,association,GREECE
4,association,ITALY
1,association,UNITED KINGDOM
1,association,POLAND
1,association,SWITZERLAND
1,association,AUSTRIA
1,association,MOROCCO
2,association,GERMANY
3,association,CZECH REPUBLIC
4,association,BELGIUM
1,association  loi 1901,FRANCE
1,association (non profit),SWEDEN
1,association - NGO,LITUANIA
3,association Loi 1901,FRANCE
5,association de fait,BELGIUM
1,association franaçise relevant de la loi de 1901,FRANCE
1,association française (loi de 1901),FRANCE
3,association française loi 1901,FRANCE
2,association internationale sans but lucratif,BELGIUM
1,association internationale sans but lucratif de droit belge,BELGIUM
1,"association internationale sans but lucratif, international not-for-profit association incorporated under Belgian law",BELGIUM
1,association law 1901,FRANCE
8,association loi 1901,FRANCE
1,"association loi 1901, reconnue d'utilité public",FRANCE
1,association loi de 101,FRANCE
1,association loi de 1920,FRANCE
1,association loi du 1er juillet 1901,FRANCE
1,association loi française 1901 (NGO),FRANCE
1,association reconnue d'utilité publique - SIRET 30624431000069 - code ape 94997,FRANCE
1,association sans but lucratif,FRANCE
2,association sans but lucratif,BELGIUM
1,association sans but lucratif (a.s.b.l.),LUXEMBOURG
1,association sans but lucratif (a.sb.b.l.),LUXEMBOURG
1,association syndicale,FRANCE
1,association à but non lucratif,FRANCE
1,association étrangère (French law),GERMANY
1,"association, loi 1901",FRANCE
1,associatión d'entreprise - NGO,SPAIN
4,associazione,ITALY
1,associazione di categoria senza scopo lucrativo,ITALY
1,associazione non profit,ITALY
1,associazione non riconosciuta,ITALY
1,associazione senza scopo di lucro,ITALY
1,associação civil organizada,BRAZIL
1,associação sem fins lucrativos,BELGIUM
1,assoiation de fait,BELGIUM
1,austrian association ZVR596936584,AUSTRIA
1,b.v.,NETHERLANDS
1,b.v.b.a.,BELGIUM
1,bank,FRANCE
1,banque,FRANCE
3,biedrība,LATVIA
1,biudžetinė įstaiga,LITUANIA
1,body established by the Legal Aid and Solicitors (Scotland) Act 1949 as enacted and consolidated by the Solicitors (Scotland) Act 1980.,UNITED KINGDOM
1,brussels representation,BELGIUM
1,business organisation - company,SWEDEN
1,bv,BELGIUM
2,bvba,BELGIUM
1,c/o BIR aisbl,BELGIUM
1,charitable non-profit association registered in Sweden,SWEDEN
1,charity registered in England & Wales,UNITED KINGDOM
1,chief,BELGIUM
1,citizens' association,CZECH REPUBLIC
1,civic association,CZECH REPUBLIC
1,"civic association for the defending the rights of authors of visual arts, with authorisation to exekute collective rights management",CZECH REPUBLIC
1,civic organisation,CZECH REPUBLIC
1,civic organization,CZECH REPUBLIC
1,company,TURKEY
1,company limited,GERMANY
2,company limited by guarantee,UNITED KINGDOM
1,company limited by guarantee and not having a share capital,UNITED KINGDOM
1,company with limited by guarantee,UNITED KINGDOM
1,conseil en affaires et gestion,FRANCE
1,consultant,ITALY
1,consultante Indépendante,BELGIUM
1,cooperation of national Engineers Chambers,GREECE
1,corporación de derecho público,SPAIN
1,corporate,UKRAINE
1,cvba,BELGIUM
1,církevní organizace,CZECH REPUBLIC
4,de facto association,BELGIUM
1,de facto assu.,BELGIUM
1,dr,ITALY
5,e. V.,GERMANY
1,e.K.,GERMANY
1,e.V,GERMANY
36,e.V.,GERMANY
1,e.V. (eingetragener Verein (DE)),GERMANY
1,e.V. (eingetragener Verein =  registered association),GERMANY
2,e.V. (eingetragener Verein),GERMANY
1,e.V. (gemeinnützig),GERMANY
1,e.V. (i.Gr.),GERMANY
1,"e.V. Association registered in the Register of Associations at the Court in Frankfurt/Main, Germany",GERMANY
1,eigetragener Verein,GERMANY
1,eingetragender Verein,GERMANY
90,eingetragener Verein,GERMANY
2,eingetragener Verein,AUSTRIA
1,eingetragener Verein,BELGIUM
2,eingetragener Verein (e. V.),GERMANY
8,eingetragener Verein (e.V.),GERMANY
1,eingetragener Verein (e.V.) nach deutschem Recht,GERMANY
3,eingetragener Verein (registered association),GERMANY
4,eingetragener Verein e.V.,GERMANY
1,eingetragener Verein mit anerkannter Gemeinnützigkeit,GERMANY
4,eingetragener Verein nach deutschem Recht,GERMANY
1,eingetragener Verein nach deutschem Vereinsrecht,GERMANY
2,"eingetragener Verein, e.V.",GERMANY
1,"eingetragener Verein, gemeinnützig",GERMANY
1,"eingetragener Verein, gemeinnützige Zwecke, Verwaltungssitz München",GERMANY
1,empresa privada,SPAIN
1,en procedure pour la reconnaissance juridique,ITALY
1,ente morale,ITALY
1,ente morale riconosciuto,ITALY
1,ente no profit,ITALY
1,entidad privada sin ánimo de lucro,SPAIN
1,entreprise inndividuelle,FRANCE
1,erkende beroepsfederatie,BELGIUM
1,exchange / company,SWEDEN
1,expertgroup,NETHERLANDS
1,factual network organisation which is not a legal person,HUNGARY
1,federación,SPAIN
1,federation,FRANCE
1,federation,SWITZERLAND
1,feitelijke vereniging,BELGIUM
1,fondation d'utilité publique (de droit belge),BELGIUM
1,fondazione,ITALY
1,fondazione - Foundation,ITALY
1,for profit professional consultancy,GERMANY
1,formal categorical Union,NETHERLANDS
1,foundation,POLAND
1,foundation,"MACEDONIA, FORMER YUGOSLAV REPUBLIC OF"
3,foundation,NETHERLANDS
1,foundation under public law,GERMANY
1,freiberufliche Tätigkeit,GERMANY
1,fundacja,POLAND
1,fédération,FRANCE
1,gemeinnuetziger Verein / Non-Profit Association (under German Law),GERMANY
1,gemeinnütziger Verein,AUSTRIA
2,gemeinnütziger Verein,GERMANY
1,gemeinnütziger e.V.,GERMANY
3,gemeinnütziger eingetragener Verein,GERMANY
1,"gemeinnütziger, eingetragener Verein",GERMANY
1,global network,BELGIUM
1,gmbh,GERMANY
1,good,SOUTH AFRICA
1,government organization,BULGARIA
1,governmental institution,ITALY
1,gérant,FRANCE
1,health care regulatory body,IRELAND
2,iasbl,BELGIUM
1,ideell förening,SWEDEN
1,ideell organisation,SWEDEN
1,impresa individuale,ITALY
1,in way of becoming Belgian 'asbl',BELGIUM
1,incorporated association (VZW),JAPAN
1,"incorporated non-profit organization, registered in the State of Illinois in the U.S.",UNITED STATES
1,independant,LUXEMBOURG
1,independent consultant,FRANCE
1,individual,NETHERLANDS
1,informal association,UNITED KINGDOM
1,informal coalition of NGOs,BELGIUM
1,informal partnership,NETHERLANDS
1,informel,FRANCE
1,int'l association under Belgian law (aisbl),BELGIUM
1,inte tillämpligt,BELGIUM
1,intern. non-profit organisation,BELGIUM
1,international association,BELGIUM
1,"international association having philanthropic, scientific and educational aims, registered under the Belgian law of 25th October 1919, modified by the law of 6th December 1954.",BELGIUM
1,international cooperation body,FINLAND
1,international non profit association governed by the clauses under article III of the Belgian law of 27 June 1921 on non profit associations,BELGIUM
1,international non-profit association,BELGIUM
1,international non-profit making associations,BELGIUM
1,international not for profit organisaiton,BELGIUM
1,international not for profit organization,BELGIUM
1,international not-for-profit,BELGIUM
1,international not-for-profit association,BELGIUM
2,international not-for-profit organisation,BELGIUM
1,international organisation with a permanent office in Brussels,BELGIUM
1,international orginization,MALTA
1,internationale vereniging zonder winstoogmerk,BELGIUM
1,interregproject under lead of Region Västra Götaland,SWEDEN
1,j.s.c.,SLOVAKIA
1,jesus diez de la torre,SPAIN
1,joint effort,NETHERLANDS
1,joint stock company,ITALY
1,joint stock company,CZECH REPUBLIC
1,joint stock company,POLAND
1,joint stock company,SLOVAKIA
1,joint stock company whose share capital is fully owned by the Economy and Finance Ministry,ITALY
1,julkisoikeudellinen yhdistys,FINLAND
1,julkisoikeudellinen yhteisö,FINLAND
1,kiemelten közhasznú szakmai szervezet,HUNGARY
3,közhasznú egyesület,HUNGARY
1,köztestület,HUNGARY
2,law firm,BELGIUM
1,"legal person, non-profit, research organisation, public body",POLAND
1,limited company,FRANCE
1,limited company,ITALY
1,limited company,NETHERLANDS
1,limited compny,TURKEY
1,limited liability  company,FRANCE
1,limited liability company,ROMANIA
1,limited liability company,POLAND
1,limited liability company,ITALY
1,limited liability company,LITUANIA
1,limited liability company,BELGIUM
2,limited liability company,SLOVENIA
1,limited liability company,GERMANY
1,limited liability company,NETHERLANDS
1,limited not for profit company,UNITED KINGDOM
1,limited-liability company,SPAIN
1,listed company,ROMANIA
1,loi 1901 agreed by  the Vaucluse Prefecure,FRANCE
1,ltd,UNITED KINGDOM
1,ministry,SLOVAKIA
1,mutualité,BELGIUM
1,natural person,CZECH REPUBLIC
1,ngo,SLOVENIA
1,"ngo, formally registered with the Danish authorities",DENMARK
2,nicht verfügbar,GERMANY
1,no formal organization,BELGIUM
1,no legal status,BELGIUM
1,no legal status,IRELAND
1,no profit,ITALY
1,no profit entrepreneurial association,ITALY
1,no profit private organisation,ITALY
1,no-profit association,ITALY
1,nommé par arrêté du Ministre de l'Enseignement Supérieur,FRANCE
1,non  available,UNITED KINGDOM
1,non available,UNITED KINGDOM
1,non available,UNITED STATES
4,non available,BELGIUM
1,non available,IRELAND
1,non for profit association,SPAIN
1,non for profit association,CROATIA
1,non for profit organisation,ITALY
1,non for profit organisation,BELGIUM
1,non profit (asbl de droit belge),BELGIUM
